COD_LEGADO;PDF_RESOLVIDO
XAEUF 8LXM22X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 8SX1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 8SX1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 35X1.1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 35X1.7/8 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 38X1 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12LXM22X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX1 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX3/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX3/4 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX3/8 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SX3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SXM16X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12SXM18X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 14X1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15X7/8 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15XM18X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X7/8 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16XM16X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16XM22X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 14X3/8 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 14X3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 14XM20X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15XM22X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X1/2 BSPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 18X1.1/16 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 18X1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 18X1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX1/8 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX1/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15X1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15X1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15X1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX3/8 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX5/8 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X1/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LX9/16 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LXM12X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LXM14X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 18X3/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 18X3/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 18X3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LXM16X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10LXM22X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10SX1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15X3/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15X3/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 15X3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10SX1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10SX3/8 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 10SXM16X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X3/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X3/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 16X3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12LX1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12LX1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12LX1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 14X1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 14X1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 14X3/4 UNF;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12LX1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12LX3/8 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUF 12LXM16X1.5;uniao-femea-AEUF-ATUALIZADO.pdf
XAEUCFR 42X2;conexao-joelho-com-flange-quadrado-AEUCF-ATUALIZADO.pdf
XAEUOD 6LX1/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 6LX1/8 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 6LXM10X1;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUO 12LX1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 12LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 12LX1/4 BSP-JK;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 6LX1/4 BSP-PL;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 6LX1/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 6LXM10X1;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 6SX1/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 6SXM12X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 8LX1/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUO 12LX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 12LXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 12SX1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 6SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 6SXM12X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8LLXM10X1;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 8LX1/8 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 8LXM12X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 8SX1/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUO 12SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 12SX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 12SXM18X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8LX1/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8LX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 8SXM14X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOP 16X1/2 BSPX29.5X-3;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 10LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 14X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 14XM20X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 15X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8LXM10X1;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8LXM12X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8LXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 10LXM14X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 38XM48X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 42X1.1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 15XM18X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 16X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 16X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 8SXM14X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 10LX1/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 12LXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 12SX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 12SXM18X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 16X3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 16XM22X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 18X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 10LXM14X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 10SX3/8 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 10SXM16X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 20XM27X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 22X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 22XM26X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 18X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 18XM22X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 20X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 12LX3/8 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 12LXM16X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 12SX3/8 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 42XM48X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 6LX1/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 6LXM10X1;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 20X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 20XM27X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 22X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 12SXM18X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 14X1/2 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 15X1/2 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 14X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 14XM20X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 15X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 22XM26X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 2534X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 25X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 15XM18X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 16X1/2 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 16XM22X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 25X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 25XM33X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 28X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 25X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 25XM33X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 28X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 18X1/2 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 18XM22X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 20X3/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 6SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 6SXM12X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 8LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 28XM33X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 30X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 30X1.1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 20XM27X2;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 22X3/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 22XM26X1.5;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 15XM18X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 16X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 16XM22X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 30XM42X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 35X1.1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 35XM42X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 25X1 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 25XM33X2;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 28X1 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 28XM33X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 30X1.1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 30XM42X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 38X1.1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 38XM48X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 42X1.1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 28XM33X2;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 30X1.1/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 30XM42X2;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 10SX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 10SXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 12LX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10LX1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 42XM48X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 4LLX1/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 4LLXM6X1;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 35X1.1/4 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 35XM42X2;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 38X1.1/2 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 18X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 18XM22X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 20X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10LX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10LXM14X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10LXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 4LLXM8X1;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 6LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 6LX1/4 BSP-JK;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOD 38XM48X2;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 42X1.1/2 BSP;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOD 42XM48X2;uniao-orientavel-dupla-bsp-AEUOD-ATUALIZADO.pdf
XAEUOSI 35X1.1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 35XM42X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 38X1.1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10SX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUO 10SXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEVAR 16;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 18;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 20;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEUOSID 10LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 10LXM14X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 10SX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEVAR 22;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 25;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 28;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEUOSID 10SXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 12LX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 12LXM16X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEVAR 30;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 35;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 38;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEUOSID 12SX3/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 12SXM18X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 14X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEVAR 42;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 4LL;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 6L;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEUOSID 14XM20X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 15X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 15XM18X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEVAR 6S;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 8L;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 8S;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEUOSID 16X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 16XM22X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 18X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 18XM22X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 20X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 20XM27X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 22X3/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 22XM26X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 25X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 25XM33X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 28X1 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 28XM33X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 30X1.1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 30XM42X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 35X1.1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 35XM42X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 38X1.1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 38XM48X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 42X1.1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 42XM48X2;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 6LX1/8 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 6LXM10X1;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 6SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 6SXM12X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 8LX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 8LXM12X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 8SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSID 8SXM14X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEVAR 10L;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 10L 0.5 BAR;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 10S;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 12L;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 12S;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEUOSI 8LXM12X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 8SX1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEUOSI 8SXM14X1.5;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
XAEVAR 14;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 15;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEVAR 15 0.5 BAR;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
YAAAMO 16X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
YAAAMO 16X1/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
YAAAMO 16X3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
YAAAM 16X3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
