COD_LEGADO;PDF_RESOLVIDO
PAEUO 15X1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
AEUBR 38X28;uniao-boleada-de-reducao-AEUBR-ATUALIZADO.pdf
AEPT 6L;anilhas-AEP-ATUALIZADO.pdf
YAAMFO M33X2 X 1/4 BSP-SW82908036;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJAMB 10X1.1/16 UNF;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
AJAMB 10X3/4 UNF;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
CDMAN 1/4 BSP;manometros-MAN-ATUALIZADO.pdf
AAMM 1 BSP X 1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
YAAMFO 2X1.1/2 BSP-SW13256343;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAF3 SM12X35-5.8;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
YAEUFJB 12SX1/4 BSP;junta-de-bordas-cortantes-AEUFJ-ATUALIZADO.pdf
AEAMB 12SX1/2 NPT;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
AEAMB 18 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
AJUM 8X3/8 BSPX60;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AAMMO 2.1/2 BSP X 2.1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
YAJUM 8X3/8 BSPX80;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AEUCFR 38X1;conexao-joelho-com-flange-quadrado-AEUCF-ATUALIZADO.pdf
AETP 1.5X1/4 BSP;conexoes-para-medicao-com-acoplamento-roscado-m16-AETP-ATUALIZADO.pdf
AEAMB 28 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
YAEATB 30X25;adaptador-para-tubo-boleado-AEATB-ATUALIZADO.pdf
AAMF 1X1/2 NPT-CAT420-4391;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJAMB 4X1/8 NPT;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
AEAMB 16X1 BSP;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
AJUM 4X3/4 NPT;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AAMF 2X1 NPT TUPY;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJAMB 12X7/8 UNF;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
XAEUCFR 38X1;conexao-joelho-com-flange-quadrado-AEUCF-ATUALIZADO.pdf
AAAMO 38X1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAMM M22X1.5-AG837081143;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
YAJUM 10XM14X1.5-ISO6149;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
YAJUM 20X1.5/8 UNF-SAE071720;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AEAMB 18X22 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
YAJUM 12X70X7/8 UNF-AG21931292;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AAMM 2.1/2X2.1/2 NPT TUPY;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJQ 2.1/2 NPT;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAMF 3/4X1/2 BSP-SW13256378;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAMF 1/2X1/2 NPT-1/8 BSPT LATERAL;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJUMB 8;adaptador-boleado-jic-37-graus-AJUMB-ATUALIZADO.pdf
AABJO 3/4 BSP-ISO6149;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAMM 2.1/2X2.1/2 NPTX300-SW22833331;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
ERFPF 1/2 BSP;linha-industrial-face-plana-ERFPF-ATUALIZADO.pdf
AABJO 3/8 BSP-ISO6149;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO 1/2 BSP-ISO6149;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AJUM 4X3/4 BSP;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AEAMB 42X1.1/4 BSP;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
YAABJO M12X1.5-ISO6149;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AEAMB 42 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
CDMAN 1/4 NPT;manometros-MAN-ATUALIZADO.pdf
AAMF 1.1/2X1 BSP-SW13253352;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
ERM 3/8 BSP;linha-industrial-ERM-ATUALIZADO.pdf
AJAMB 4XM10X1;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
ERM M14X1.5-AG837084857A;linha-industrial-ERM-ATUALIZADO.pdf
AJAMB 5XM12X1.5;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
ERM M14X1.5-AG837086171A;linha-industrial-ERM-ATUALIZADO.pdf
AAFF M14X1.5-AG4382980M1_3;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
XAEUF 12SX3/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
MAQ DESCASQUE DE MANGUEIRAS;manometros-MAN-ATUALIZADO.pdf
YAAAMO 16X3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
YAEUCF 35X1.1/4;conexao-joelho-com-flange-quadrado-AEUCF-ATUALIZADO.pdf
AJJS 8X12 SOLDA;joelho-para-solda-jic-37-graus-AJJS-ATUALIZADO.pdf
YAAMMO M18X1.5 X 3/4 BSP-J1829076;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJUM 24XM36X2;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AJAMB 20X1.5/8 UNF;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
AETPB 14;conexoes-para-medicao-com-acoplamento-roscado-m16-x-15-2-AETPB-ATUALIZADO.pdf
XAEUF 12.7X1/2 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
YAAMMO M18X1.5X3/4 BSP-J1829076;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAMMO M18X1.5X3/4 BSP-J1829076;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJUM 32X1.1/4 NPT;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AJUM 12XM18X1.5;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AJUM 32XM48X2;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AJUM 12XM42X2;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
XAEVAR 1 BSP X 25;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
XAEJCP 10LX3/8 BSP;joelho-com-contraporca-AEJCP-ATUALIZADO.pdf
AEAMB 18X1/2 NPT;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
MANOMETRO 0-50000 PSI;manometros-MAN-ATUALIZADO.pdf
AAMM 2.1/2X2.1/2 BSP TUPY;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJAMB 10X16 SOLDA;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
XAEVAR 12SX3/8 BSP;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
AJUM 6X3/4 BSP;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
AAAF 22X1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AEAMB 25 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
AEAMB 16 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
YAEAMRTB 15X18;adaptador-macho-de-reducao-com-porca-giratoria-AEAMRTB-ATUALIZADO.pdf
AJUM 8X1/4 BSPT;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
YAEAMRTB 15X22;adaptador-macho-de-reducao-com-porca-giratoria-AEAMRTB-ATUALIZADO.pdf
YAEAMRTB 15X28;adaptador-macho-de-reducao-com-porca-giratoria-AEAMRTB-ATUALIZADO.pdf
AJAMB 6X1/2 NPT;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
AJUM 8XM27X2;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-AAMMO 1 NPT X M24X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1 NPT X M26X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/16 UNF X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 1/2 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 1/2 BSPTX290;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 1/2 BSPTX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 1/2 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 1/4 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 BSP X M16X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 BSP X M8X1;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M18X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M20X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M22X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 BSPT X 1/4 BSPX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 1.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X 3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X 3/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X 7/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M14X1.5 X 1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M14X1.5 X 1/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M14X1.5 X 1/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 1/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M33X2 X 7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1.1/8 UNF X 1/2 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1.3/16 UNF X 1 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1.5/16 UNF X 1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AJAMB 5X1/2 NPT;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
DY-AAMM 3/4X1.1/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/4X3/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/4X7/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/16 UNF X 3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 BSP X 1.1/2 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 BSP X 1.5/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 1/2 NPSMX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 1/2 NPTX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 1/2 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 1/4 BSPTX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 1/4 NPS;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X 1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X 1/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X 3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M24X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M26X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M27X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2.1/2X BSP X 2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2.1/2X1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2.1/2X1.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X 7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X 9/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X M10X1;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M14X1.5 X 3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M14X1.5 X 3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M14X1.5 X 3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 3/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1.1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1.5/16 UNF X 3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1.5/8 UNF X 1.1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 BSP X 1/2 BSPTX306;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/4X9/16 UNF-HD04120708;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 1.1/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 1.5/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 BSP X 1.7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 BSP X 1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 BSP X M33X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 3/4 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 1/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 3/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X M10X1;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X M12X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X M14X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M33X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M42X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSP X M48X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 1/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2.1/2X1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2.1/2X2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2.1/2X2.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X M12X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X M14X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X M16X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M14X1.5 X 3/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M16X1.5 X 1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M16X1.5 X 1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M24X1.5 X 1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M24X1.5 X 1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1.1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1.5/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 BSP X 7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 BSPT X 13/16 UNFX291;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
SD-AAMM 1/2 BSPT X 13/16 UNFX316;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 1/2 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 3/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 BSP X M42X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 NPT X 1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 NPT X 1.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 3/8 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 3/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 3/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 7/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X 9/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X M16X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X M18X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X M22X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 BSPT X 3/4 BSPX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 NPT X 1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 NPT X 1.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X 3/8 BSPX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X M12X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X M14X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2X1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 2X2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X M18X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X M20X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/8 BSP X M22X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M16X1.5 X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M16X1.5 X 1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M16X1.5 X 1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M24X1.5 X 1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M24X1.5 X 1/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M24X1.5 X 3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO M42X2 X 3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 BSPT X 13/16 UNFX356;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 NPT X 1.1/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 NPT X 1.3/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAMM M12X1 X M8X1-SW19009933;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 5/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 7/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 3/8 NPT X 7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 NPT X 1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 NPT X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1.1/2 NPT X 2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 7/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/2 BSP X 9/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X M10X1;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X M12X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/4 BSP X M14X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1/8 NPT X M8X1;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1X1 BSPX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 1X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 NPT X 1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 NPT X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/4 NPT X 1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X M16X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X M18X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMMO 3/8 NPT X M20X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
